frame_num,left_ear,right_ear,ear,mar,phi,theta,label,valid
1,0.352846288947021,0.33833336907213574,0.34558982900957835,0.004811021598731723,-127.30432947272202,31.379442020565634,1,1
2,0.3617904299106823,0.34434266904468525,0.3530665494776838,0.006530442252228724,-126.8826262294321,30.82678831964168,1,1
3,0.36468490417453175,0.3523532999463843,0.358519102060458,0.0055470879112365515,-127.34204174986012,30.557631218038935,1,1
4,0.3613950908565769,0.3549360075537734,0.3581655492051752,0.006353705578996595,-127.91137957042993,30.909144782698952,1,1
5,0.36814780130752367,0.3560587038278205,0.36210325256767206,0.007228279128208388,-128.22644201141608,31.179333958422074,1,1
6,0.38398325406150013,0.3593813831427628,0.37168231860213147,0.004994142171840838,-127.8730413403764,32.88835790234582,1,1
7,0.37840673881042675,0.3532423928610595,0.36582456583574313,0.00590852717012991,-128.28633947457337,33.8911106082577,1,1
8,0.3827536714931319,0.3713768665682585,0.3770652690306952,0.005819359042566724,-128.35927715809643,34.63194284073291,1,1
9,0.40501852466190014,0.38408616031178083,0.39455234248684046,0.007978553045693547,-129.7678756803978,35.07988336422435,1,1
10,0.40568110084245285,0.3762181866555149,0.3909496437489839,0.007801130574660263,-130.52302121133593,35.58241780444024,1,1
11,0.40592430874394053,0.3772667751792328,0.39159554196158664,0.006105027009986526,-131.02129994433392,36.37281797954168,1,1
12,0.414095149417033,0.3917369699364601,0.4029160596767466,0.005871650038140069,-131.14152734916968,36.252157668631,1,1
13,0.3875626129970478,0.3778644120891142,0.382713512543081,0.005870190999217627,-131.45659507532145,36.805793135680595,1,1
14,0.383332224433237,0.3682125132681322,0.3757723688506846,0.0060272391667338015,-131.3422320806813,36.88612493620525,1,1
15,0.39353662844972465,0.3730651383175327,0.38330088338362867,0.00753047993228566,-131.1001503794555,36.670787226564165,1,1
16,0.3870089924958836,0.37797165449286924,0.3824903234943764,0.007334121465709857,-131.12156548088834,36.52424220639503,1,1
17,0.4008629349187399,0.3839770642702924,0.3924199995945161,0.007938151487556892,-131.5205748596761,36.51314758644294,1,1
18,0.40722855097446037,0.3859486860721827,0.3965886185233215,0.007782968607421688,-131.64235830063936,36.30997130629289,1,1
19,0.3907332745899174,0.38264230120864207,0.3866877878992797,0.00770663533944223,-131.8521845174833,37.432861816149746,1,1
20,0.38443089675470404,0.3824647242854375,0.38344781052007076,0.00783378665690379,-132.55366604042712,36.80274430619665,1,1
21,0.3753944924316612,0.3676500774779422,0.37152228495480166,0.007768477123839737,-131.91087279244312,36.349263792888905,1,1
22,0.38681349674302606,0.374467689062506,0.38064059290276603,0.009142163492448339,-131.09570666675435,35.97252662800159,1,1
23,0.3760557866086701,0.3659942369781335,0.3710250117934018,0.00813644205422846,-130.55017158187653,35.2981774954678,1,1
24,0.37569556309110486,0.36525479666155913,0.370475179876332,0.009754775003444592,-129.9101078833891,34.20329333157972,1,1
25,0.3806158996786204,0.3630232153545657,0.37181955751659307,0.0067118193455751,-129.10494691246117,32.792574670333316,1,1
26,0.3854690249023053,0.3650067042868909,0.37523786459459807,0.006624788821606754,-128.0416362994979,31.939295385553393,1,1
27,0.3990091990632023,0.36800242986049425,0.3835058144618483,0.006559339201761053,-127.55216487229332,31.34468051952363,1,1
28,0.3755417540770395,0.3458972489812635,0.3607195015291515,0.005680846525786684,-128.1536090465795,31.782430686048606,1,1
29,0.36362730828773115,0.3366626073407875,0.35014495781425936,0.004356149060627977,-128.28231168579458,31.87273349975019,1,1
30,0.2466314632808441,0.19060254705880514,0.21861700516982463,0.006718170589420538,-130.12257385413264,33.17371186403129,0,1
31,0.12889106032501452,0.10672977844263488,0.1178104193838247,0.0059881493661800645,-132.9450887798903,37.509768794811535,0,1
32,0.1783882697695507,0.12344877538989119,0.15091852257972094,0.00698113361632558,-132.78242262906247,37.62717780130218,0,1
33,0.23625185587644068,0.21033188730131366,0.22329187158887717,0.0053495510498663195,-130.62517002665652,35.60896355434721,1,1
