frame_num,left_ear,right_ear,ear,mar,phi,theta,label,valid
1,0.5061187565584692,0.4164484643697576,0.46128361046411337,0.013320072377535701,-125.55161914558775,32.55583525796123,1,1
2,0.5024478804082106,0.4118850803755583,0.45716648039188446,0.01047714379639589,-126.19208497046732,32.930148302400234,1,1
3,0.4930430615226865,0.4016263073344229,0.44733468442855473,0.011928390048957484,-126.29553179514255,33.27178429481876,1,1
4,0.4933637006184944,0.40257673431420554,0.44797021746634996,0.011644469470471625,-126.24751011812097,33.142691666232,1,1
5,0.4940060322495635,0.40227021074951397,0.44813812149953874,0.012923522405669201,-126.2288503003543,32.73872234511926,1,1
6,0.498539151031253,0.4074570280079982,0.4529980895196256,0.014510533383518055,-126.1185289801554,32.62931466112139,1,1
7,0.5079705545678183,0.4154740963241934,0.46172232544600583,0.014647775404333515,-126.0824098955927,32.40011988927878,1,1
8,0.5192311936150609,0.4214230651453478,0.4703271293802043,0.01184092283035881,-125.69054411855714,32.48692344579883,1,1
9,0.5093165074635555,0.41649889186020345,0.4629076996618795,0.013922549280844587,-126.70649885383634,33.06152418641105,1,1
10,0.5101556879780967,0.41976021708361466,0.4649579525308557,0.015050233067139294,-125.47711994528997,32.245823997465116,1,1
11,0.5030715613836977,0.42830239245917995,0.4656869769214388,0.014226908092454934,-125.36951699153096,32.51606525135259,1,1
12,0.5147991836192295,0.42453224540438694,0.4696657145118082,0.011087236436874084,-126.01362840352509,33.37951147174509,1,1
13,0.5076728646249116,0.42268680199183317,0.46517983330837237,0.015426129756477279,-126.48699109736907,33.260139377051836,1,1
14,0.5193348289715605,0.4266737909084519,0.4730043099400062,0.013170956460866842,-126.4473225283501,33.16132737904475,1,1
15,0.5108749880343897,0.4185556051290752,0.46471529658173244,0.013619587259870034,-126.14386383169368,33.03084810974129,1,1
16,0.5110930596091076,0.4225245844829089,0.46680882204600826,0.014521073870022903,-126.34909638999058,33.183684646595424,1,1
17,0.5094001888801782,0.42164774529774124,0.4655239670889597,0.015330161523519462,-126.51578054843498,32.97744058036115,1,1
18,0.5076870946002916,0.4179477316318404,0.462817413116066,0.016744853686098144,-125.95585955006685,32.78239562581709,1,1
19,0.5094624245804734,0.42317250594711986,0.46631746526379664,0.016699136911193346,-125.92963048017936,32.73942802069398,1,1
