frame_num,left_ear,right_ear,ear,mar,phi,theta,label,valid
1,0.49477806069506586,0.3990695110182084,0.44692378585663717,0.015764771813738608,-127.95756867463815,34.34969858915543,1,1
2,0.49433102524522404,0.40196459128107254,0.44814780826314826,0.013662035294043156,-127.59049932981229,34.02847797838213,1,1
3,0.4918679410129239,0.39663663444315844,0.44425228772804115,0.014720862651301776,-128.48694331859926,34.616882567606744,1,1
4,0.48749645461173213,0.399829698919656,0.44366307676569405,0.023691017555329683,-128.24514221975596,34.74811558375322,1,1
5,0.4940697256774499,0.4005685753869445,0.4473191505321972,0.025673182135085317,-128.50858005256242,34.887791778437204,1,1
6,0.4957247585408612,0.4035356838301078,0.44963022118548446,0.023413068538161108,-128.89078065471952,35.00293963785283,1,1
7,0.49063163864413895,0.40080506646787484,0.4457183525560069,0.03499453337937909,-127.93703706843452,34.16006179336019,1,1
8,0.48542318272359647,0.39944515242913614,0.44243416757636633,0.04438110236586691,-127.90025365573922,33.96947988243105,1,1
9,0.4430387335100701,0.3537181697137968,0.39837845161193347,0.0620600290065247,-128.50197017795642,33.26567158504271,1,1
10,0.1571584660815557,0.11232658814685748,0.1347425271142066,0.06971155423731716,-130.89860029595738,35.36512663779846,0,1
11,0.13012090913606777,0.09659208059857091,0.11335649486731934,0.05341850914079354,-130.63544230817672,36.62675318842089,0,1
12,0.14150540449030402,0.10445591185964899,0.1229806581749765,0.05964405430178146,-131.69719576060945,36.32690159846494,0,1
13,0.1905734575575783,0.1490907061295773,0.1698320818435778,0.07107437292529246,-129.84470708345714,34.690093329256996,0,1
14,0.343700789699648,0.28719155048871353,0.31544617009418074,0.057452168713436724,-127.82406068648208,34.91038274493246,1,1
15,0.41507012353043815,0.34829414963915534,0.38168213658479677,0.06738675327171904,-127.11641045740237,34.20300750919543,1,1
16,0.44323459767525913,0.3630508562068308,0.40314272694104497,0.06427052761690602,-129.25453220455682,32.24819616269191,1,1
17,0.46245763809542983,0.3739667533168859,0.41821219570615786,0.0677593959511662,-127.17344099747926,34.32028834947649,1,1
18,0.4670788012159229,0.3831071493246642,0.42509297527029355,0.061259861190179184,-128.70513272858184,33.85232929832361,1,1
19,0.4739308903499554,0.38530439391705534,0.4296176421335054,0.06550454270613754,-129.12951998982737,33.34873439089665,1,1
20,0.48200572780174705,0.398125288916956,0.44006550835935154,0.06968572435374906,-128.63914657892443,32.8064238629055,1,1
21,0.48323554656094914,0.3957431008755293,0.43948932371823923,0.09009372750643911,-127.2366345956999,34.207195315637804,1,1
22,0.4858120740596854,0.39451681970487634,0.44016444688228085,0.08756705497843818,-128.67069485964848,33.70015998547817,1,1
23,0.4921511432123941,0.39612406806049494,0.44413760563644455,0.09105899337493914,-129.92860236287146,34.128126110047646,1,1
24,0.4857826489818692,0.397440366254985,0.4416115076184271,0.07932668441654374,-130.11004655684997,33.74912992817299,1,1
25,0.4742371780508362,0.38971483550013275,0.4319760067754845,0.05618460908490688,-129.56411861667803,34.22967402545341,1,1
26,0.48173921960597704,0.39458445794653113,0.4381618387762541,0.044494916571598535,-129.86631511622102,34.140967336445485,1,1
27,0.49199395053311157,0.4074438977786214,0.44971892415586645,0.05703864904276121,-127.91293882793258,35.20149719934117,1,1
28,0.49156071556953457,0.4068154091294069,0.44918806234947073,0.05629155058645624,-128.07742784516373,35.17209471627611,1,1
29,0.5056151140064963,0.4170258318849269,0.4613204729457116,0.09097445164238725,-126.3039157278722,34.647936093895204,1,1
30,0.5166472784044248,0.41720206139138155,0.46692466989790316,0.14215994083988145,-127.05598772749308,33.909308921987346,1,1
31,0.5259829725260148,0.4194318968429065,0.47270743468446064,0.16417863373062805,-128.5838755116284,32.54657861119895,1,1
32,0.5256616403367105,0.41755561470009156,0.47160862751840105,0.17519520889012702,-128.68475130942267,32.31564287926987,1,1
33,0.5000596949939621,0.41655153455866306,0.4583056147763126,0.1712162729031049,-128.6673987205092,32.87332263991545,1,1
34,0.49840380293343106,0.4108209285692238,0.45461236575132746,0.1779444839660199,-128.79063155318198,32.52390765396042,1,1
35,0.5019245250398178,0.4101500806413431,0.4560373028405804,0.18089400963665764,-127.26401235733792,33.99124379711931,1,1
36,0.4890289295678096,0.39903083803669115,0.4440298838022504,0.17516502250083532,-128.68567372865652,32.21763856462384,1,1
37,0.48668125783672783,0.3986233418320528,0.4426522998343903,0.20046143369084543,-127.84991781077638,32.713691952805334,1,1
38,0.49382697127522546,0.39886540699723516,0.4463461891362303,0.23122120538083213,-128.12810729073414,31.78486819099087,1,1
39,0.48361888102968437,0.3957884254076109,0.4397036532186476,0.24005292488499286,-127.61941956300207,31.48820700128395,1,1
40,0.5052298082656356,0.40146791158287476,0.45334885992425517,0.2568755348365223,-127.73914995494565,31.6980974375827,1,1
41,0.47937227696399765,0.3919850326668039,0.4356786548154008,0.2765352111298506,-126.88251206095187,31.2780530691094,1,1
42,0.26192317620203603,0.19625658548946812,0.22908988084575208,0.31657371577870397,-125.75390511862399,31.66173204402418,0,1
43,0.11261395159507924,0.08829381334404536,0.1004538824695623,0.33637804410135674,-126.17962586325415,32.87413445795184,0,1
44,0.11513603282772919,0.07634419709286519,0.09574011496029719,0.38795463506721567,-123.77136386855598,33.22448478110341,0,1
45,0.10145860452743244,0.06979900297082132,0.08562880374912687,0.4370425822385888,-123.82821208390445,32.30001299970588,0,1
46,0.11324564662992741,0.0926169658655125,0.10293130624771996,0.48010170353340587,-123.2106582854269,32.323707023632785,0,1
47,0.14295164892161338,0.11561888707824736,0.12928526799993037,0.5466899983856568,-124.0284614594703,31.32404254204721,0,1
48,0.16094160868922688,0.1022499787761204,0.13159579373267363,0.5615027036226041,-123.67928572680492,30.429594358608156,0,1
49,0.37906012113295007,0.2828549680918377,0.3309575446123939,0.5648775021138004,-121.45113912263128,28.657271637758136,1,1
50,0.4246668223237042,0.3281354323248058,0.376401127324255,0.6076957046242608,-121.35734417629577,28.843372863096512,1,1
51,0.45867623240535504,0.3483350034604719,0.4035056179329135,0.6287425038752261,-121.5343373901082,27.995158821599222,1,1
52,0.48835884778301775,0.37892910691345094,0.43364397734823434,0.6297958523609337,-121.67167763482423,27.204334436510152,1,1
53,0.49209461872982296,0.3779398412855377,0.43501723000768033,0.6717322288125587,-121.17805018144544,26.811653884760204,1,1
54,0.500100810519231,0.3833228675847549,0.44171183905199296,0.6747454878230511,-121.1589056836721,26.434696851837902,1,1
55,0.49894291498073295,0.3886876082593271,0.44381526162003004,0.6909712121867683,-120.3640226058456,25.63816537243342,1,1
56,0.48480154874361175,0.3849221433449022,0.434861846044257,0.7587268375932419,-119.96188973488816,25.63785809176186,2,1
57,0.485449717979831,0.38721714262491813,0.4363334303023746,0.7661074259159432,-119.56271029755457,25.26209543077885,2,1
58,0.479490948242679,0.38121322571862226,0.43035208698065064,0.7986657594130935,-119.19520980314097,24.8968350233946,2,1
59,0.47899765809772754,0.3818501158317452,0.4304238869647364,0.8215090901947499,-118.5004667656982,24.38444547073442,2,1
60,0.46656935228171353,0.3801788806118371,0.4233741164467753,0.8860328420774295,-118.0979946451099,23.6372525951965,2,1
61,0.4754681498641135,0.3832238807153814,0.4293460152897475,0.9009448364042538,-118.0994471542176,23.170456128791255,2,1
62,0.47199629997691583,0.3745858400476676,0.4232910700122917,0.9111222434560771,-118.14974713365454,23.759596417645287,2,1
63,0.4597233632601667,0.37027142435148247,0.41499739380582457,0.9292603608105663,-118.02314914630475,22.912244141382704,2,1
64,0.4558396572627104,0.35863182451269876,0.4072357408877046,0.9534473947508182,-118.3872684031649,22.86857984996375,2,1
65,0.47723952337020026,0.3840438694154566,0.43064169639282845,0.9566735893848487,-117.67554223523867,22.558589696701606,2,1
66,0.45354441033682574,0.3650162548455957,0.4092803325912107,0.9739695826497797,-117.4836936868609,22.752823918359436,2,1
67,0.4665891961834336,0.3694630749144316,0.4180261355489326,0.952141122775401,-117.62523080401473,22.257976401989666,2,1
