frame_num,left_ear,right_ear,ear,mar,phi,theta,label,valid
1,0.3237823740528347,0.2032888030294597,0.2635355885411472,0.01610424260255679,-142.81433899103553,26.33685638469302,1,1
2,0.31364748893772004,0.1929467193335447,0.2532971041356324,0.013730270621734129,-145.78017790863058,27.494600777704328,0,1
3,0.32066114505265053,0.19198165580211485,0.2563214004273827,0.012111128270362972,-143.91200329524764,26.579587293344627,0,1
4,0.32665948760822644,0.1903418600024888,0.25850067380535763,0.013727384093627703,-143.99546415554738,26.810295706607864,0,1
5,0.3233783701555134,0.17775603999176856,0.250567205073641,0.013502413048407672,-145.20532874337505,27.44479579070912,0,1
6,0.3184407361492434,0.17581898231173315,0.24712985923048827,0.013300978138194622,-147.11848185427917,28.71597789039853,0,1
7,0.30958078823206703,0.1753445394649811,0.24246266384852405,0.014245319374372019,-146.6300751703217,28.513557235328744,0,1
8,0.3284978681831282,0.18547129716599695,0.2569845826745626,0.016126047985762924,-148.95558775010477,29.366105129023378,0,1
9,0.29344403063423374,0.1589982252882715,0.22622112796125263,0.012531605835170928,-144.40003099354806,26.636132258707764,0,1
10,0.30288414902268973,0.19222872193013535,0.24755643547641254,0.014442391455988681,-145.44908369671924,27.236646456678766,0,1
11,0.30298484574706874,0.18194765056295778,0.24246624815501328,0.012693490390730177,-144.2572900025648,26.659502718031277,0,1
12,0.31804022795156767,0.19233406482036416,0.2551871463859659,0.011089887540316538,-145.90688247565757,27.781358609049903,0,1
13,0.304440577052681,0.21506087270546237,0.2597507248790717,0.011643170721196128,-144.07634684631617,26.943975826558436,1,1
14,0.29333939471771564,0.21312999000254482,0.25323469236013024,0.012207269746506072,-144.36229946790675,27.905195152517987,1,1
15,0.2923997900616167,0.20621071613601225,0.24930525309881446,0.01475110637150215,-142.6476451990989,26.137736981042227,1,1
16,0.28869863261265166,0.1957403438979232,0.24221948825528744,0.014470996988544456,-144.00114339196952,26.87338615934728,0,1
17,0.29075722833120055,0.19683799414074332,0.24379761123597193,0.015978063012442516,-144.2964198186997,27.702858552362507,0,1
18,0.2799417938177526,0.18844279029421737,0.23419229205598496,0.017645778627408574,-143.7075438134471,27.417630317766278,0,1
19,0.1967339750877973,0.11139488283037235,0.15406442895908484,0.015363998425371617,-152.29090097084634,31.287708468427045,0,1
